Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
pengguna pengguna pengguna pengguna pengguna oh kamu ngewe mamak kamu lah kamu lahir dari hasil inses kamu sama mamak kamu ih *** ini bagaimana sih sampai ibunya di ngewe kamu kelakuan anak haram kayak kamu seram ya sudah jadi hater pemerintah ter,1,1,1,0,0,0,0,1,0,1,0,0
pengguna *** mentang mentang sudah bukan anak sama,0,1,0,0,0,0,0,0,0,0,0,0
pengguna yang biasa levai adalah kompas dan media indonesia kompas melalui aiman show dengan lebai mewawancarai tetangga teroris sekolah rumah dan lain lain nnini kompas media kristen apa di gereja hobinya begitu,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna tidak pintar pintar nih *** nnnyerah saja kalau tidak bisa kerja nnanak tk saja sudah pintar main mobile legend masa bapaknya mau di bohongi apa *** yang beginian,1,1,0,1,0,0,0,0,1,0,1,0
kepung kantor lebih jakarta,1,0,0,1,0,0,0,0,1,0,0,1
rt pengguna pengguna pengguna lhapembunuhan munir itu di era siapa ya kakak bin nya siapa ya yang pada pemilihan presiden jadi tim sukses jokowi,1,0,1,0,0,0,0,0,1,1,0,0
pengguna *** mana mengerti,1,1,0,1,0,0,0,0,1,0,1,0
pengguna pengguna pengguna matikan bom dengan berkelas,0,0,0,0,0,0,0,0,0,0,0,0
selama ini setiap transaksi non tunai yang terjadi di indonesia terekam oleh pihak *** sehingga semua behaviour masyarakat kita sudah terbaca oleh mereka menurut nixon nngobroltempo,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna beda nya apa adid sama aidit aih dasar jongos jokowi,1,1,1,0,0,0,0,0,1,1,0,0
terbayang sepotong adegan dimana dia kesal karena isi laporan kacau kayak tidak di editnnperlu gue katakatain atau gue bajak gebetannya biar sih *** tahu diri uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
ikatan kekeluargaan mahasiswa pelajar indonesia ada unsur penodaan agama dalam puisi ganjar,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna iya ahok tidak pantas jadi pemimpin pantasnya penista agama dipenjarakan,1,1,1,0,0,0,0,0,1,0,0,1
masak wakil rakyat tidak memberikan contoh yang baik untuk rakyatnya dalam membayar tagihan listrik kenapa bisa sampai listrik tidak bayar mau salahkan jokowi karena tingkat ekonomi lesu amp membuat fadli zon tidak bayar listrik,1,0,1,0,0,0,0,0,1,1,0,0
setya novanto tidak jadi tersangka lagi hakimnya takut disiram air keras atau mati mendadak seperti yang di amerika uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
rt pengguna buat cewecewe nihkalo kalian sudah capecape dandan berjamjam terus cowok kamu bilangnnaku lebih suka kalau kamu,0,0,0,0,0,0,0,0,0,0,0,0
hati hati kali ini akan usir ahmadiyah nanti kristen menyusul buddha hindu lama lama sunni juga di usir,1,0,0,1,1,0,0,0,0,0,0,1
rt pengguna paling suka *** sampai mentok begini uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
siapa pasangan calon gubernur dan wakil gubernur pilihan anda dalam debat terbuka pilihan gubernur jawa tengah malam ini,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna pengguna pengguna pak alex beruntung tidak dituduh *** cina dan partai komunis indonesia haha,1,0,1,0,0,1,0,0,0,1,0,0
pemerintah jangan memihak bastian akan kita lengserkan jokowi jika tidak ikut dan menghalanghalangi aksi bela islam,1,0,1,0,0,0,0,0,1,0,0,1
bodoh amat ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna enak buat *** sayang,0,1,0,0,0,0,0,0,0,0,0,0
pengguna cisol kamu kapan ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna cuma sejam *** wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna iya kontol manis,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna lae sudah makan bawang putih hasil impor dari asing by enggak benar,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna dudukan boleh dewan perwakilan rakyat mantan menteri komunikasi dan informasi tetapi posting hoaks hadehhh doa pak jokowi endut gagal paham,1,0,1,0,0,0,0,0,1,1,0,0
wah ini ide brilian bisa memotivasi pegawai negeri sipil untuk lebih semangat bekerja kerja sampingan di jam dinas,0,0,0,0,0,0,0,0,0,0,0,0
ketiduran 10 menit dan punya dorongan tidak wajar untuk cover lagu ***,0,1,0,0,0,0,0,0,0,0,0,0
pengguna bilang ke teman kamu daripada kamu beli tiketnya mending kamu belikan nih bensin gue dongok kamu kata nih motor di isi cuma pakai air apa,1,1,1,0,0,0,0,0,1,1,0,0
hampir saban tahun mereka katakan bahwa ios mereka hebat namun apa terjadi sekarang nntiada guna membeli iphone dengan harga yahudi tapi pengakhirannya sangat mengecewakan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna *** memang *** klimaks dengan berita hoaks,1,1,0,1,0,0,0,0,1,0,1,0
pengguna gue tksmp di swasta katolik pas sama di negeri dan memperkenalkan diri sebagai penganut agama katolik terus wali kelas gue bilangoh nonmuslim gue balasiya bu saya katolik dia balas lagi lah iya nonmuslimnnentahlah saya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna horeeee salah satu *** ada di paman sama apa kabar om,1,1,1,0,0,0,0,0,1,1,0,0
pengguna kami barisan anti *** asing tidak perlu koar koar tetapi kenyataan lewat aksi berbicara dengan sangat kuat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna mukamu kayak *** *** beruk ***,1,1,1,0,0,0,1,0,0,1,0,0
rt pengguna link baru yang ini nih baru asli bapak indonesia yang menonton bakal *** terus apalagi kalau unduh full video dari,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna *** apa sih kamu *** bangsat,1,1,1,0,0,0,0,0,1,1,0,0
pengguna rupiah diprediksi kembali terhambat untuk menguat masih sedikitnya sentimen posi,0,0,0,0,0,0,0,0,0,0,0,0
sudah hampir banting gadget eeee shopeenya,1,1,0,1,0,0,0,0,1,0,1,0
akhirnya saya memilih untuk mengaplikasikan dalam bentuk doa terlintas ingin sekali berdoa agar allah memberikan hidayah kepada yang telah menyakiti untuk menyadari kesalahannya tetapi rasanya tidak rela jika dia memperoleh doa kebaikan dari lisan ini karena per,0,0,0,0,0,0,0,0,0,0,0,0
negara terjerat utang tapi kebijakan malah boros pemerintah anggarkan rupiah sama untuk gaji dosen ***,1,0,0,1,0,0,0,0,1,0,1,0
pengguna *** *** ya begitulah nafsu berkuasa saja lalu korupsi berjemaah seperti kader partai keadilan sejahtera gubernur sumatra utara pengguna,1,1,0,1,0,0,0,0,1,0,1,0
bangunmakaneekmakantidur menonton,0,0,0,0,0,0,0,0,0,0,0,0
menurut mantan menteri perekonomian maritim menilai dirinya lah yang pantas menjadi presiden menggantikan jokowi dan menyelamatkan bangsa selengkapnya kata mereka,0,0,0,0,0,0,0,0,0,0,0,0
pengguna intinya partai keadilan sejahtera mesti salahnwalau benarpun harus salahnitu otak cebongnmakanya kita tetap,1,1,0,1,0,0,0,0,1,0,1,0
pengguna pengguna *** *** menggonggong bersahutan,1,1,0,1,0,1,0,0,0,0,1,0
pengguna by the way adik gue juga putih banget macam orang luar mana *** lagi astagfirullah untung pesek,0,0,0,0,0,0,0,0,0,0,0,0
*** aku sudah basah nih bang sini punya abang memasukkan saja sudah tidak tahan ah ah ah,0,1,0,0,0,0,0,0,0,0,0,0
eh *** masih tidak dibenarkan juga nih jaringan *** kamu kerja tidak sih jangan kurang kerjaan lah *** mahal doang fasilitas kayak *** *** pengguna,1,1,0,1,0,0,0,0,1,0,1,0
helikopter berisi warga negara cina jatuh di morowali sulawesi tengah ingin segera euy tidak sabar,1,0,1,0,0,0,0,0,1,1,0,0
pengguna mengakui muslim tapi menonton bola *** haha *** lohnjokowi itu sama sama gue full sebulan tidak mau menonton bola kecuali timnas dan persijanberak kamu mencret tong,1,1,1,0,1,0,0,0,0,1,0,0
pengguna pengguna pengguna pengguna memang *** pakai tag gue,1,1,1,0,0,0,0,0,1,1,0,0
pengguna banyak siapanya ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna presiden *** jokowi,1,1,1,0,0,0,0,0,1,1,0,0
pengguna gue kira itu *** meja di warung menagih,0,0,0,0,0,0,0,0,0,0,0,0
agak horor juga dapat senyum menyeringai dari orang ***,0,0,0,0,0,0,0,0,0,0,0,0
etnosentrisme sikap yang menganggap budaya yang dimiliki yang paling baik dan menganggap rendah budaya lain,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kalau seiman menipu hukumnya halal tidak mungkin didemo kaum *** micin,1,0,0,1,0,0,0,0,1,0,1,0
pengguna cara untuk mengosongkan masjid dengan jemaahnya khas ala ***,0,0,0,0,0,0,0,0,0,0,0,0
hari tanu usir saja dia kan cina,1,0,1,0,0,1,0,0,0,0,0,1
pengguna begini nih platipus *** kalau dikasih udara,1,1,1,0,0,0,1,0,0,1,0,0
al alquran alkitab termasuk kitab suci sudah saatnya pendukung siapa pun anda membela kitab suci masing masing melawan orang *** seperti rocky,1,0,1,0,1,0,0,0,0,1,0,0
pengguna ada yang bodor kita aku adalah pas setan setan baju hitam nya pada muncul dekati rumahnapa sih pada pakai payung *** kok takut sama gerimis,0,1,0,0,0,0,0,0,0,0,0,0
kenapa sih tuhnbani *** di kalimantan barat tidak terima kekalahan kalau pecundang ikut perang ya begini nihnmasa calon gubernur *** didukung,1,1,0,1,0,0,0,0,1,0,1,0
pengguna pengguna baru juga tukar cincin sudah ditanya makanannya sipit mata belokkan sedikit itu mata ron *** benar,1,0,1,0,0,0,1,0,0,1,0,0
sungguh menakjubkan bagaimana seseorang yang dulunya hanya orang *** tiba tiba dapat menjadi berarti sepertimu,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sekarang lagi mahal haha memang harga yahudi,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna memang tidak bisa kasus referensi ustaz ustaz yang agak bermutu begitu yanmasa ustaz yang ditanya nya kalangan kalian2ncoba referensi nya ustaz syafiq riza ustaz bachtiar nasir ustaz tengku zulkarnain kakak gym kan banyak kalau k,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna baru tau ada presiden ekonomi he he memang yang memilih menteri perekonomian anda ya,0,0,0,0,0,0,0,0,0,0,0,0
riset menunjukkan kerugian makro ekonomi akibat konsumsi rokok di indonesia pada mencapai hampir rupiah triliun,0,0,0,0,0,0,0,0,0,0,0,0
kalau kitab suci fiksi berarti yang demo demo di pilihan kepala daerah daerah khusus ibukota itu membela apa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna intinya cina tidak harus selalu dipandang negatif kok yang disayangkan sekarang cina cina indonesia juga kena imbas masyarakat kita yang selalu sensitif dengan cina sedikit sedikit partai komunis indonesia sedikit sedikit partai komunis indonesia kan itu kampanye andalan kubu abang untuk,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna *** *** ayo hak rakyat tentukan pilihanmu untuk pemimpin negeri ini yang lebih baik lagi hak ditangani kalian rakyat ri lawan rakyat ri seluruhnya hak kekuatan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna am,0,0,0,0,0,0,0,0,0,0,0,0
maaf saya lupa bilangnnperannww orang desa dokter seer penyihir nnmaaf iya saya no,0,0,0,0,0,0,0,0,0,0,0,0
pengguna yang pilih *** otak intelligence quotient sekolam,1,1,1,0,0,0,0,0,1,1,0,0
pengguna yang keluar *** makanan yang sebelumnya kamu makan lah nun,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna rujukannya ke dalam sempak jadinya sempat dehruang gerak radikalisme dan teror di batasi di bilang anti islamotaknya dari kotoran *** sepertinya,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna pengguna bukan cuma bangsa *** *** *** goblok itu jauh lebih tepat,1,1,0,1,0,0,0,0,1,0,1,0
polemik majelis ulama indonesia jangan serang ulama kh bachtiar nasir,0,0,0,0,0,0,0,0,0,0,0,0
halo bagaimana sih kalian lele sama rien semoga langgeng ya dijauhin dari perebut laki orang dan *** *** nya terus juga makin saling sayang saling mengerti itu saja,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna media asing mainstream mana mau memberitakan pendapatsuara para kyaiulama garis lurus sehingga tak terdengar di skala nasionalnnsavenu,0,0,0,0,0,0,0,0,0,0,0,0
waspada ada upaya ahoker *** *** dan media mereka melakukan pecahbelah umat islam saat aksi 299 aksi 299,1,0,0,1,1,1,0,0,0,0,1,0
pengguna aku *** banget sih memang bisa begitu iya di ta wan,0,0,0,0,0,0,0,0,0,0,0,0
jangan biarkan budaya *** merusak kebinekaan salah satu bentuk kebudayaan indonesia yaitu toleransi yaitu saling menghargai satu sama lainnya jokowi dua periode viva jokowi salam dua periode stop hoaks hoaks tetap jokowi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna fakta 29 november 1947 pbb menyetujui mengakhiri mandat britania raya untuk palestina dengan resolusi pbb 181 yang didukung 33 negara 13 negara menolak dan 10 lainnya netral wilayah tanah palestina dipecahbelah 55 untuk yahudi dan,0,0,0,0,0,0,0,0,0,0,0,0
yang punya balita pasti tau bagaimana paniknya kalau anaknkena ruam asiruam popoknbiang keringatluka berdarahnkejedotbisulankorengeksimnkesiram airminyak panasngatal2npanik kan bundamakanya sedia selalu gamat spray mg 1 solusi untuk smuabnd,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pak pengguna tugas anda lebih berat dari badan narkotika nasional menyadarkan muslim salat mengaji zikir sama dengan ekstasi,1,0,0,1,1,0,0,0,0,0,1,0
program keluarga harapan super diciptakan untuk melengkapi program keluarga harapan program keluarga harapan yang dikembangkan presiden jokowi program keluarga harapan super gus ipul puti,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna sentul kan kawasannya prabowo habis jatahan ya asyik,1,0,1,0,0,0,0,0,1,1,0,0
jangan terlalu taksub dengan pemerintahan bercorak demokrasi demokrasi adalah sesuatu yang dicipta oleh yahudi zionis untuk mendapatkan hak mereka di muka bumi ini suatu ketika dahulu demokrasi mampu mencetuskan huru hara contohnya isu menuntut hak daripada go,0,0,0,0,0,0,0,0,0,0,0,0
polisiampx1f46e copot tenda becak bertulis uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna memang situ mengerti undang undang kriminal anak sebelumnya kan ada anak yang juga menghina presiden di bawah umur 16 thkok di penjara 15 tahun sedangkan anak cina yang mengancam mau bunuh presiden tidak di apa2inlucu kan anda yang super tololwaras tidak otak kamu,1,1,1,0,0,1,0,0,0,1,0,0
pengguna pengguna pengguna mabuk kencing *** ya,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna dear pengguna dan pengguna dan pengguna perhatikan saja konsep dan argumen sih pengguna ini tidaklah jauhlah dengan konsep dan aidit saat partai komunis indonesia konfrontasi dengan audrey kahi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna mengomongnya sama saja berakkasian,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna hahahangue menyarankan kamu sering sering show topeng *** keliling kampung sama bapakluspy tidak,1,1,1,0,0,0,0,0,1,1,0,0
muhasabah diri jap kenapa no,0,0,0,0,0,0,0,0,0,0,0,0
19 dalam kancah politik mengalir saja disebut sebagai budaya politik atau perilaku politik atau boleh juga faith diambil dari buku kang syaikhona karya bung adi siregar pengguna alumni dari sekolah tinggi akuntansi negara pengguna asy,0,0,0,0,0,0,0,0,0,0,0,0
praktik monopoli yang terjadi karena adanya praktik nepotisme hubungan kekerabatan antara gubernur daerah khusus ibukota ahok dengan lawyer salah satu merek,1,0,1,0,0,0,0,0,1,1,0,0
masuk zat biar jadi rpsnnrp sintingnnatau rplnnrp lambe uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
ini sebuah serangan balik perang twit kubu pengguna yang menelan seorang kader golkar yang dikenal juga sebagai konsultan politiknya anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
finansial pengguna mengajak para tenaga kerja indonesia buat menjadi pelaku usaha mikro kecil dan menengah wah menurut kalian lebih positif menjadi tenaga kerja indonesia pelaku usaha mikro kecil dan menengah apa keduanya uniform resource locator uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
aku berlindung kepada allah dari godaan *** yang *** dengan menyebut nama allah yang maha pengasih lagi maha penyayang,0,0,0,0,0,0,0,0,0,0,0,0
pengguna presiden threshold adalah upaya *** untuk mempertahankan kekuasaannya yang cenderung otoriter,0,0,0,0,0,0,0,0,0,0,0,0
front pembela islam renovasi masjid itu sangat tepat ahok *** kristen apa mengurusi masjid masjid apa hubungannya,1,1,0,1,1,0,0,0,0,0,1,0
pengguna pengguna pengguna pengguna dia itu bagaimana ya menyimpulkan kedunguan dia bingung aku kok ada iya makhluk kayak *** ituurat malu tidak ada otak mampat *** tidak ketulungan jadi kasihan sama keturunannya,1,1,1,0,0,0,0,0,1,1,0,0
pengguna cuma teman ttman koknnteman tapi *** masuk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna biadab itu memang perempuan *** dia,1,1,1,0,0,0,0,0,1,1,0,0
2 perjamuan terakhir last super dalam kristen salah satu murid yesus yang berkhianat yudas merupakan orang ke13 yang duduk di kursi yesus disalibkan pada hari jumat konon hari jumat hawa juga menggoda adam dengan buah larangan,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sih ahok pengguna cina *** *** penista agama islam,1,1,1,0,1,1,0,0,0,1,0,0
para ulama dari jawa barat bersilaturahmi dengan presiden jokowi pertemuan ini sekaligus menyinggung pemilihan presiden begini pembahasannya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna senang melihat mereka yang dulu membela ahok saat menista alquran kini seakan memiliki ghirah agama tetapi seharusnya mereka mendahului dengan bertobat telah pernah sesat membela penista agama sebab kala,1,0,0,1,0,0,0,0,1,0,1,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
sa tanya pasal kerja kamu tanya lagi lain lain dari kerja aduh sa umban kamu guna ***,0,1,0,0,0,0,0,0,0,0,0,0
rt pengguna ingin juga lagi *** diciumi begini dimanjakan begini ah idaman banget topnya uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
cap gome di halaman masjid tablig akbar di halm gereja ahok menghina alquran cornelis usir ulama mrketnis cinapki pancing perang,1,0,0,1,1,0,0,0,0,0,1,0
pengguna kenal glamor tidak kamu anjing home juga kemana *** agency kamu juga ada masa anjlok nya enggak usah *** makanya mengaca dulu,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna ya jangan mau deh naik *** sen mual,0,1,0,0,0,0,0,0,0,0,0,0
sebenarnya perempuan juga bisa lebih berengsek dari lakilaki ketika mata hatinya tertutup,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna sampai sebegitunya jadi penjilat mengakuinya muslim agamanya di hinaampdi *** sih ahok cangkem diam ahok akan selalu di kenang oleh kaum penjilat kayak kamu,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna buat kamu anjynnmasa gue sama ***,0,1,0,0,0,0,0,0,0,0,0,0
pengguna kalau boleh menambahkan saran cepatlah bangun koalisi segera umumkan calon presiden calon wakil presiden nya asal tidak ketua umum tuan guru bajang rr aher gatot am agus harimurti yudhoyono atau semua inisial itu sepakat menguasai dan merebut pemerintahan dari *** sekarang bareng bareng deh,0,0,0,0,0,0,0,0,0,0,0,0
pengguna hujan di *** di sini mendungnanak siapa pakai kerudung mata melirik *** anda,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pak pengguna perlu dijaga agar tokoh islam tak panik perlu pendampingan agar dapat menerima kenyataan,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna sebenarnya pengguna itu hebat hanya curut sebelahnya machiaveli,1,1,1,0,0,0,0,0,1,1,0,0
pengguna harus,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna kalau di catatan harian menantu *** lakban laki banget sementara itu lakban menurut definisi df pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna coba ke gereja katolik pakai air suci,0,0,0,0,0,0,0,0,0,0,0,0
jangan karena opininya sesuai keinginan terdakwa terorisme bisa dimintai pendapatnya di ruang publik nnsedikit atau banyak publik diminta untuk percaya opini dia kebetulan saja kali ini kontra dengan aksi bom surabaya,0,0,0,0,0,0,0,0,0,0,0,0
lama lama perang sama cina atau usir cina dari bumi indonesia,1,0,0,1,0,1,0,0,0,0,0,1
pengguna pengguna pengguna pengguna nah lah zul masa selembar softex dibilang lebih berharga dari *** kamu zul pengguna,0,1,0,0,0,0,0,0,0,0,0,0
pengguna perlu meluruskan persepsi persepsi seolah menjadi alat politik untuk menekan lawan politik pak jokowi agar dukung memangnya presiden pelindung orang yang bermasalah hukum jangan surat pemberitahuan tahunan kasus sms hati di kejaksaan agung yang tau tau menguap setelah partai persatuan indonesia balik badan rusak,0,0,0,0,0,0,0,0,0,0,0,0
atau kalau tidak fahri hamzah di usir dari dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1,0,0,1
pengguna pengguna pengguna pengguna pengguna saya berharap pada panji yang tentu saja bukan politikus yang haus kuasa kamu anies sandi no,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna duhhh *** media sosial muridnya napi 2 kali di bui ini ya rumpi banget kayak junjungannya jelas jelas itu kamu cong jadi *** mbok ya beradab sedikit jangan kayak residivis begitu mentang mentang punya guru mantan residivis 2 kali di b,1,1,1,0,0,0,0,1,0,1,0,0
rt pengguna susilo bambang yudhoyono ke 2nnti pura pura jadi yang paling tersakiti,1,0,1,0,0,0,0,0,1,1,0,0
cina bantu palestina yang dimaksud mungkin palestina timur pun atas tujuan counter israel,0,0,0,0,0,0,0,0,0,0,0,0
sing sabar kawanterkadang untuk mencapai kebaikan butuh pengorbanan bahkan orang yang km kasihi dan km perjuangkan justru menjadi belenggu menuju rida nyankoe tidak *** tur iya bagussuksesnaku yakin masih oke sing mengantre untuk koe,0,0,0,0,0,0,0,0,0,0,0,0
pengguna iya *** gue kira itu ceweknya bakal menonjok,0,1,0,0,0,0,0,0,0,0,0,0
pengguna nih sih *** onta bego atau *** ya mau juga suara *** *** luuu dalam hal ini di corong ke polrinjaaaaaaaaaancuuuuuuuuuuk,1,1,1,0,0,0,0,0,1,1,0,0
op rohingya kristen bunuh muslim di afghanistan yahudi bunuh muslim di palestina di dunia muslim disebut teroris,1,0,0,1,1,0,0,0,0,0,1,0
rt pengguna oh iya gays semalam admin ml ini video crot nya tebak *** admin yang mana *** lokal *** gay cirebon,0,1,0,0,0,0,0,0,0,0,0,0
bodoh perangai tak matang langsung ingatkan sudah besar nih perangai berubah sudah,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ekonomi kita itu masih di pertumbuhan 5 0 sampai akhir tahun dugaan saya tidak bergerak jauh baik naik atau turun asal *** ini tidak bikin ulah politik yang macam kalau medan politiknya sudah tidak terkelola semua duit pergi cari selama,0,0,0,0,0,0,0,0,0,0,0,0
kamu sini nih gaya ah setelah itu orang itu reply gung gung gung gunggg,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna jaman milan kayak berlusconi apa era cina,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bersyukur atuh jangan malah pamer di twitter goblok,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna itu *** mejadia kan *** *** inus,1,0,1,0,0,0,0,0,1,1,0,0
rt pengguna butuh cowok *** gede yang bisa hangatkan dimusim hujan horny ah hawanya bikin ingin *** terus ya retweet yang,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna komentator yang *** ya kamu bro lebih tinggi *** nya dari pada otaknya haha,1,1,1,0,0,0,0,0,1,1,0,0
kita semua hanyalah umat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna bokep indonesia ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna *** *** kayak bocah sekolah dasar wkwk,1,1,1,0,0,0,0,0,1,1,0,0
just in case kamu missed it budaya tradisi petik pari beras hitam yang dilakukan oleh warga tani di dukuh purworejo kelsutojayan kabblitar semoga dapat menjadi inspirasi dalam melestarikan tradisi panen raya via pengguna begitu,0,0,0,0,0,0,0,0,0,0,0,0
ustaz ini kalau sudah bawa politik terlalu menampak ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna bodoh amat bukan urusan aku terserah saja mau jadi *** kayak ateis kayak atau punya pandangan liberal *** asal baik tidak merusak lingkungan dan tidak buang *** sembarangan semua ku,0,0,0,0,0,0,0,0,0,0,0,0
dan apabila mereka orang *** berdiri untuk salat mereka berdiri dengan malas mereka bermaksud riya di hadapan manusia 4142,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna pengguna belum ah tertawa gue,0,1,0,0,0,0,0,0,0,0,0,0
jongosjongos nya jokowi kayak cacing kepanasanwkwkwk,1,1,0,1,0,0,0,0,1,0,1,0
pengguna pengguna pengguna makanya banyak bergaul ya bro bukan digauli yawkwkwkw7 tahun dikhianati coysakitnyaditelormau kencing *** mau *** *** suka suka kamu broyg penting tidak sekolam lah brohuahuahua,0,1,0,0,0,0,0,0,0,0,0,0
pengguna kalau ada yang bilang jangan bawa bawa agama maksudnya jangan memanfaatkan islam sementara mengesampingkan kristen atau yang lain,0,0,0,0,0,0,0,0,0,0,0,0
8 sebagai anak bangsawan dan cendekiawan dan tumbuh berkembang sebagai menantu presiden secara psikologis telah membuat prabowo menjadi orang yang sangat tinggi pride nya rasa bangga dirinya sangat tinggi dia tidak pernah siap untuk dilecehkan atau di,0,0,0,0,0,0,0,0,0,0,0,0
belajar mencintai budaya lewat kesusasteraan,0,0,0,0,0,0,0,0,0,0,0,0
mbsb proses pembiayaan rumah mampu milik rm6 miliar,0,0,0,0,0,0,0,0,0,0,0,0
dalil hadis pun kalau tidak disusul dengan ijmaampqiashukum akaltdk akan ketemu barangnyatrasa maknanyasperti larangan bakar *** di kuburan merupakan produk qiyas dari ibnu raia jenazah orang mukmin itu sebagaimana,0,0,0,0,0,0,0,0,0,0,0,0
pengguna asalkan yang mengimpor daerah khusus ibukota sepisepi ajaga bakal osang asing,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna santai mazkualitas gubernurampwagub modal saracen ya kayak gtusampah,1,1,1,0,0,0,0,0,1,1,0,0
heran masih ada pendukung pak jokowi yang berpolemik tentang film aneh yang lain sudah berlari dia malah jalan mundur,1,0,1,0,0,0,0,0,1,1,0,0
kopi susu dan kapal api saset tanpa gula bungkus kecil diseduh pakai air panasn satu bungkus susu kpbsn maduncampur semua terus memasukkan plastik masukan freezer kurang lebih 1 jam *** kopinya beku tanpa perlu nyaring lagi,0,0,0,0,0,0,0,0,0,0,0,0
tai romi memenuhi tab mention gue pengguna nni cant contain that many *** menggunakan shower at once,0,1,0,0,0,0,0,0,0,0,0,0
pengguna gue jadi takut teh berteman sama kamu mainnya sama *** wkwk,0,1,0,0,0,0,0,0,0,0,0,0
*** habis bersin malah bude sampai sekarang,0,1,0,0,0,0,0,0,0,0,0,0
pengguna aku suka *** kok,0,1,0,0,0,0,0,0,0,0,0,0
